ell,Dl_TT_muK2,Dl_EE_muK2,Dl_TE_muK2,Cl_TT,Cl_EE,Cl_TE,Cl_BB
601,377.40993290935927,3.5273559918180304,-10.7270088651468,2.4047838395853847e-15,2.2475637088295407e-17,-6.835044686592686e-17,0.0
602,376.61973137904187,3.5213447716485997,-10.7066384988585,2.3917894607875584e-15,2.236291572347815e-17,-6.79943799764951e-17,0.0
603,375.8350482848972,3.515375652720382,-10.686410170133936,2.3789028618197084e-15,2.2251083923095354e-17,-6.764119486014531e-17,0.0
604,375.05587913620354,3.509448691980949,-10.666323907793778,2.3661231588209607e-15,2.2140135075111e-17,-6.729086896555831e-17,0.0
605,374.2822192644985,3.5035639441109425,-10.646379734590075,2.3534494749532644e-15,2.203006261140652e-17,-6.694337990664115e-17,0.0
606,373.51406382512954,3.4977214615394585,-10.626577667252857,2.3408809403434662e-15,2.1920860007513188e-17,-6.659870546132339e-17,0.0
607,372.75140779879786,3.491921294459405,-10.606917716536602,2.32841669202592e-15,2.1812520782346085e-17,-6.625682357036274e-17,0.0
608,371.9942459930955,3.4861634908428116,-10.587399887266526,2.3160558738856184e-15,2.1705038497939425e-17,-6.59177123361599e-17,0.0
609,371.24257304403284,3.4804480964560818,-10.568024178384643,2.3037976366018236e-15,2.159840675918329e-17,-6.558135002158208e-17,0.0
610,370.49638341755923,3.4747751548752057,-10.548790582995645,2.2916411375922164e-15,2.1492619213561784e-17,-6.524771504879554e-17,0.0
611,369.7556714110743,3.469144707500914,-10.529699088412562,2.2795855409575368e-15,2.1387669550892506e-17,-6.491678599810687e-17,0.0
612,369.02043115493296,3.4635567935737877,-10.510749676202224,2.2676300174267244e-15,2.1283551503067465e-17,-6.458854160681279e-17,0.0
613,368.29065661394037,3.4580114501893084,-10.49194232223052,2.255773744302544e-15,2.1180258843795348e-17,-6.426296076805881e-17,0.0
614,367.566341588837,3.4525087123128304,-10.473276996707366,2.244015905407684e-15,2.107778538834494e-17,-6.394002252970573e-17,0.0
615,366.84747971777756,3.4470486127945286,-10.454753664231527,2.2323556910313436e-15,2.097612499329012e-17,-6.361970609320513e-17,0.0
616,366.13406447779846,3.4416311823842527,-10.43637228383513,2.2207922978762763e-15,2.0875271556255954e-17,-6.330199081248257e-17,0.0
617,365.4260891862772,3.4362564497463324,-10.418132809027995,2.209324929006306e-15,2.0775219015666197e-17,-6.298685619282927e-17,0.0
618,364.7235470023811,3.4309244414743074,-10.400035187841674,2.1979527937942912e-15,2.0675961350491972e-17,-6.267428188980163e-17,0.0
619,364.02643092850786,3.4256351821055953,-10.382079362873252,2.186675107870551e-15,2.0577492580001794e-17,-6.236424770812875e-17,0.0
620,363.3347338117151,3.420388694136081,-10.364265271328893,2.1754910930717265e-15,2.0479806763512775e-17,-6.205673360062782e-17,0.0
621,362.64844834514025,3.415184998034637,-10.346592845067123,2.164399977390093e-15,2.038289800014309e-17,-6.175171966712726e-17,0.0
622,361.9675670694104,3.4100241122575734,-10.329062010641834,2.153400994923302e-15,2.028676042856568e-17,-6.144918615339755e-17,0.0
623,361.29208237404106,3.4049060532629922,-10.311672689345002,2.14249338582455e-15,2.0191388226763095e-17,-6.114911345008951e-17,0.0
624,360.62198649882674,3.3998308355250964,-10.294424797249189,2.1316763962531862e-15,2.0096775611783656e-17,-6.085148209168046e-17,0.0
625,359.9572715352171,3.394798471548373,-10.27731824524966,2.1209492783257204e-15,2.0002916839498643e-17,-6.055627275542733e-17,0.0
626,359.2979294276867,3.3898089718817457,-10.260352939106316,2.110311290067267e-15,1.9909806204360847e-17,-6.026346626032749e-17,0.0
627,358.64395197508986,3.3848623451325928,-10.243528779485253,2.0997616953633802e-15,1.9817438039164076e-17,-5.997304356608658e-17,0.0
628,357.9953308320075,3.3799585979807154,-10.226845662000063,2.0892997639123106e-15,1.9725806714804003e-17,-5.968498577209377e-17,0.0
629,357.3520575100806,3.375097735192198,-10.210303477252829,2.0789247711776496e-15,1.963490664004002e-17,-5.939927411640386e-17,0.0
630,356.71412337933464,3.3702797596331977,-10.193902110874811,2.068635998341383e-15,1.954473226125836e-17,-5.911588997472675e-17,0.0
631,356.0815196694898,3.3655046722836137,-10.17764144356682,2.0584327322573216e-15,1.9455278062236167e-17,-5.88348148594235e-17,0.0
632,355.45423747126245,3.360772472250699,-10.161521351139271,2.0483142654049345e-15,1.9366538563906873e-17,-5.855603041850964e-17,0.0
633,354.83226773765267,3.3560831567825495,-10.145541704551936,2.0382798958435515e-15,1.9278508324126534e-17,-5.827951843466503e-17,0.0
634,354.21560128522174,3.351436721281515,-10.129702369953348,2.0283289271669553e-15,1.9191181937441345e-17,-5.800526082425058e-17,0.0
635,353.6042287953563,3.3468331593175025,-10.114003208719915,2.0184606684583397e-15,1.9104554034856214e-17,-5.773323963633178e-17,0.0
636,352.99814081552194,3.3422724626411955,-10.098444077494683,2.0086744342456474e-15,1.9018619283604462e-17,-5.746343705170869e-17,0.0
637,352.3973277605036,3.337754621197149,-10.083024828225753,1.9989695444572624e-15,1.8933372386918506e-17,-5.719583538195244e-17,0.0
638,351.8017799136338,3.3332796231368125,-10.067745308204387,1.989345324378075e-15,1.8848808083801708e-17,-5.69304170684485e-17,0.0
639,351.2114874280099,3.328847454831427,-10.052605360102774,1.979801104605901e-15,1.8764921148801232e-17,-5.66671646814461e-17,0.0
640,350.6264403276969,3.3244581008848297,-10.03760482201143,1.970336221008255e-15,1.868170639178197e-17,-5.640606091911421e-17,0.0
641,350.04662850892015,3.3201115441461604,-10.022743527476285,1.9609500146794768e-15,1.8599158657701527e-17,-5.614708860660375e-17,0.0
642,349.47204174124306,3.315807765722431,-10.008021305535376,1.9516418318982012e-15,1.8517272826386156e-17,-5.589023069511602e-17,0.0
643,348.9026696687347,3.3115467449910456,-9.993437980755274,1.94241102408518e-15,1.8436043812307948e-17,-5.563547026097761e-17,0.0
644,348.33850181112246,3.3073284596121377,-9.978993373267038,1.9332569477614296e-15,1.835546656436275e-17,-5.5382790504720994e-17,0.0
645,347.7795275649334,3.3031528855408645,-9.96468729880192,1.92417896450673e-15,1.8275536065649364e-17,-5.5132174750171626e-17,0.0
646,347.22573620462293,3.299019997039556,-9.950519568726653,1.915176440918449e-15,1.819624733324963e-17,-5.488360644354095e-17,0.0
647,346.67711688368865,3.294929766689752,-9.93648999007839,1.906248748570694e-15,1.8117595418009524e-17,-5.4637069152525204e-17,0.0
648,346.1336586357743,3.290882165404151,-9.922598365599304,1.8973952639738005e-15,1.8039575404321365e-17,-5.4392546565410624e-17,0.0
649,345.5953503757581,3.28687716243842,-9.908844493770802,1.8886153685341315e-15,1.796218240990691e-17,-5.415002249018407e-17,0.0
650,345.06218090082905,3.282914725402896,-9.895228168847341,1.879908448514203e-15,1.7885411585601443e-17,-5.390948085364967e-17,0.0
651,344.5341388915505,3.278994820274189,-9.881749180889944,1.8712738949931273e-15,1.7809258115138993e-17,-5.3670905700551356e-17,0.0
652,344.01121291291054,3.2751174114066544,-9.868407315799319,1.8627111038273697e-15,1.773371721493842e-17,-5.3434281192701125e-17,0.0
653,343.493391415358,3.271282461543745,-9.855202355348558,1.854219475611811e-15,1.7658784133890476e-17,-5.31995916081128e-17,0.0
654,342.9806627358274,3.267489931829262,-9.84213407721555,1.8457984156411246e-15,1.758445415314597e-17,-5.296682134014175e-17,0.0
655,342.4730150987483,3.2637397818184746,-9.829202255014929,1.837447333871453e-15,1.751072258590476e-17,-5.273595489662993e-17,0.0
656,341.97043661704356,3.260031969489131,-9.816406658329727,1.82916564488239e-15,1.7437584777205845e-17,-5.250697689905682e-17,0.0
657,341.47291529311315,3.256366451252344,-9.803747052742601,1.8209527678392615e-15,1.7365036103718354e-17,-5.227987208169562e-17,0.0
658,340.9804390198048,3.2527431819633543,-9.791223199866693,1.8128081264556995e-15,1.729307197353351e-17,-5.205462529077507e-17,0.0
659,340.49299558137136,3.24916211493219,-9.778834857376111,1.8047311489565136e-15,1.7221687825957625e-17,-5.183122148364669e-17,0.0
660,340.0105726544154,3.245623201934184,-9.766581779036047,1.796721268040851e-15,1.7150879131305944e-17,-5.160964572795745e-17,0.0
661,339.5331578088195,3.242126393220394,-9.754463714732495,1.7887779208456473e-15,1.708064139069757e-17,-5.1389883200827897e-17,0.0
662,339.06073850866443,3.2386716375278684,-9.742480410501583,1.780900548909359e-15,1.701097013585123e-17,-5.117191918803531e-17,0.0
663,338.593302113133,3.235258882089838,-9.730631608558562,1.773088598135986e-15,1.694186092888212e-17,-5.095573908320266e-17,0.0
664,338.13083587740124,3.2318880726457406,-9.71891704732637,1.7653415187593677e-15,1.6873309362099597e-17,-5.074132838699239e-17,0.0
665,337.6733269535154,3.228559153451143,-9.70733646146383,1.7576587653077592e-15,1.680531105780584e-17,-5.052867270630561e-17,0.0
666,337.2207623912578,3.2252720672875554,-9.695889581893493,1.7500397965686913e-15,1.6737861668095563e-17,-5.0317757753486616e-17,0.0
667,336.77312913899596,3.2220267554720894,-9.684576135829047,1.7424840755540887e-15,1.6670956874656496e-17,-5.0108569345532256e-17,0.0
668,336.330414044522,3.2188231578670288,-9.673395846802398,1.7349910694656761e-15,1.660459238857099e-17,-4.9901093403306745e-17,0.0
669,335.89260385587676,3.2156612128892488,-9.66234843469034,1.7275602496606413e-15,1.6538763950118444e-17,-4.9695315950761446e-17,0.0
670,335.45968522216106,3.212540857519533,-9.651433615740835,1.72019109161757e-15,1.6473467328578714e-17,-4.949122311415964e-17,0.0
671,335.03164469433403,3.209462027311759,-9.640651102598952,1.7128830749026445e-15,1.6408698322036483e-17,-4.928880112130653e-17,0.0
672,334.60846872599853,3.2064246564019627,-9.630000604332384,1.7056356831361061e-15,1.634445275718655e-17,-4.908803630078405e-17,0.0
673,334.1901436741732,3.2034286775172793,-9.619481826456635,1.698448403958976e-15,1.628072648914007e-17,-4.888891508119093e-17,0.0
674,333.77665580005066,3.2004740219847565,-9.60909447095975,1.6913207290000311e-15,1.6217515401231656e-17,-4.8691423990387234e-17,0.0
675,333.36799126974506,3.1975606197400657,-9.598838236326769,1.6842521538430457e-15,1.61548154048276e-17,-4.849554965474447e-17,0.0
676,332.9641361550232,3.194688399336061,-9.588712817563714,1.6772421779942752e-15,1.6092622439134795e-17,-4.830127879839999e-17,0.0
677,332.5650764340264,3.1918572879512412,-9.578717906221268,1.670290304850203e-15,1.6030932471010792e-17,-4.810859824251665e-17,0.0
678,332.17079799197705,3.1890672113980822,-9.568853190418041,1.6633960416655294e-15,1.5969741494774693e-17,-4.791749490454721e-17,0.0
679,331.78128662187277,3.186318094131238,-9.559118354863465,1.6565588995214115e-15,1.5909045532018957e-17,-4.7727955797503394e-17,0.0
680,331.3965280251688,3.1836098592556374,-9.549513080880345,1.649778393293952e-15,1.584884063142223e-17,-4.753996802923003e-17,0.0
681,331.01650781244666,3.1809424285344474,-9.54003704642702,1.6430540416229275e-15,1.5789122868563023e-17,-4.735351880168369e-17,0.0
682,330.6412115040714,3.1783157223969196,-9.530689926119152,1.6363853668807641e-15,1.5729888345734363e-17,-4.716859541021627e-17,0.0
683,330.2706245308345,3.1757296599461213,-9.521471391251163,1.629771895141751e-15,1.5671133191759372e-17,-4.698518524286318e-17,0.0
684,329.90473223458633,3.1731841589665435,9.5123811098173,1.6232131561514938e-15,1.561285356180779e-17,4.680327577963622e-17,0.0
685,329.54351986885524,3.170679135931588,9.503418746532347,1.6167086832966076e-15,1.5555045637213396e-17,4.662285459182128e-17,0.0
686,329.1869725994542,3.168214506010937,9.494583962851955,1.6102580135746402e-15,1.5497705625292383e-17,4.6443909341280456e-17,0.0
687,328.8350755050754,3.1657901830778057,9.48587641699264,1.6038606875642348e-15,1.544082975916268e-17,4.626642777975903e-17,0.0
688,328.48781357787317,3.1634060797160806,9.477295763951403,1.5975162493955216e-15,1.5384414297564163e-17,4.609039774819685e-17,0.0
689,328.1451717240345,3.161062107227336,9.468841655525017,1.591224246720742e-15,1.5328455524679864e-17,4.5915807176044494e-17,0.0
690,327.80713476433783,3.1587581756377383,9.460513740328942,1.584984230685101e-15,1.5272949749958036e-17,4.574264408058386e-17,0.0
691,327.4736874346996,3.1564941937048325,9.452311663815914,1.5787957558978475e-15,1.5217893307935224e-17,4.557089656625338e-17,0.0
692,327.1448143867099,3.1542700689242147,9.444235068294176,1.5726583804035798e-15,1.5163282558060212e-17,4.540055282397773e-17,0.0
693,326.82050018815454,3.15208570753609,9.436283592945331,1.5665716656537726e-15,1.5109113884518916e-17,4.523160113050192e-17,0.0
694,326.50072932352896,3.149941014531723,9.428456873841943,1.5605351764785356e-15,1.5055383696060253e-17,4.506402984773023e-17,0.0
695,326.18548619453765,3.1478358936597686,9.420754543964707,1.554548481058585e-15,1.5002088425822893e-17,4.489782742206923e-17,0.0
696,325.8747551205838,3.1457702474325,9.41317623321935,1.5486111508974383e-15,1.4949224531162987e-17,4.4732982383775497e-17,0.0
697,325.56852033924645,3.1437439771319045,9.405721568453124,1.542722760793823e-15,1.4896788493482733e-17,4.456948334630748e-17,0.0
698,325.2667660067492,3.1417569828157146,9.398390173471102,1.5368828888143148e-15,1.4844776818060073e-17,4.440731900568231e-17,0.0
699,324.969476198415,3.1398091633232785,9.391181669051992,1.5310911162661756e-15,1.4793186033879117e-17,4.424647813983641e-17,0.0
700,324.67663490911144,3.1379004162813535,9.38409567296373,1.5253470276704134e-15,1.474201269346159e-17,4.408694960799077e-17,0.0
701,324.388226053686,3.136030638109795,9.37713179997874,1.51965021073506e-15,1.469125337269929e-17,4.39287223500207e-17,0.0
702,324.1042334673894,3.1341997240271207,9.370289661888856,1.514000256328649e-15,1.4640904670687337e-17,4.377178538582971e-17,0.0
703,323.82464090628974,3.1324075680559895,9.363568867519943,1.5083967584539135e-15,1.4590963209558484e-17,4.3616127814727794e-17,0.0
704,323.54943204767466,3.1306540630285626,9.356969022746206,1.502839314221686e-15,1.454142563431829e-17,4.3461738814814066e-17,0.0
705,323.2785904904458,3.128939100591774,9.350489730504208,1.4973275238250123e-15,1.4492288612681278e-17,4.3308607642363656e-17,0.0
706,323.012099755501,3.1272625712124955,9.34413059080658,1.4918609905134658e-15,1.4443548834908026e-17,4.315672363121895e-17,0.0
707,322.74994328610694,3.1256243641825914,9.337891200755413,1.4864393205676675e-15,1.439520301364314e-17,4.3006076192184913e-17,0.0
708,322.49210444826423,3.124024367623903,9.331771154555403,1.4810621232740174e-15,1.4347247883754294e-17,4.2856654812428986e-17,0.0
709,322.23856653105946,3.122462468493101,9.325770043526669,1.4757290108996168e-15,1.4299680202172075e-17,4.2708449054884895e-17,0.0
710,321.9893127470099,3.1209385525864644,9.319887456117282,1.4704395986673983e-15,1.4252496747730855e-17,4.25614485576608e-17,0.0
711,321.7443262323996,3.119452504544563,9.314122977915568,1.4651935047314603e-15,1.4205694321010596e-17,4.241564303345184e-17,0.0
712,321.50359004760395,3.118004207856836,9.308476191662063,1.4599903501525886e-15,1.415926974417956e-17,4.227102226895651e-17,0.0
713,321.267087177407,3.116593544866088,9.30294667726124,1.4548297588739879e-15,1.4113219860838015e-17,4.2127576124297503e-17,0.0
714,321.03480053130966,3.1152203967728913,9.297534011792964,1.4497113576972014e-15,1.4067541535862847e-17,4.1985294532446605e-17,0.0
715,320.8067129438288,3.113884643639899,9.292237769523672,1.444634776258231e-15,1.402223165525315e-17,4.1844167498653767e-17,0.0
716,320.582807174788,3.1125861643960655,9.287057521917289,1.439599647003849e-15,1.3977287125976716e-17,4.1704185099880234e-17,0.0
717,320.3630659095998,3.111324836840793,9.28199283764593,1.4346056051681041e-15,1.3932704875817543e-17,4.156533748423596e-17,0.0
718,320.1474717595406,3.1101005376479818,9.277043282600289,1.4296522887490205e-15,1.3888481853224226e-17,4.142761487042098e-17,0.0
719,319.93600726201606,3.1089131423699983,9.27220841989984,1.4247393384854852e-15,1.3844615027159322e-17,4.129100754717094e-17,0.0
720,319.7286548808193,3.1077625254415633,9.267487809902752,1.419866397834327e-15,1.3801101386949658e-17,4.115550587270665e-17,0.0
721,319.5253970063824,3.1066485601835687,9.262881010215626,1.4150331129475873e-15,1.3757937942137622e-17,4.1021100274187896e-17,0.0
722,319.3262159560186,3.105571118806796,9.258387575702933,1.4102391326499727e-15,1.3715121722333351e-17,4.088778124717104e-17,0.0
723,319.1310939741582,3.104530072415573,9.254007058496272,1.4054841084164982e-15,1.3672649777067895e-17,4.0755539355070826e-17,0.0
724,318.94001323257714,3.103525291011349,9.249739008003388,1.4007676943503152e-15,1.3630519175647338e-17,4.062436522862617e-17,0.0
725,318.7529558306182,3.1025566434961993,9.245582970916988,1.396089547160725e-15,1.3588727007007869e-17,4.049424956536998e-17,0.0
726,318.56990379540616,3.1016239976762523,9.241538491223345,1.391449326141376e-15,1.3547270379571793e-17,4.036518312910306e-17,0.0
727,318.390839082055,3.1007272202650493,9.23760511021067,1.3868466931486395e-15,1.3506146421104505e-17,4.0237156749371746e-17,0.0
728,318.2157435738704,3.0998661768868403,9.233782366477326,1.3822813125801769e-15,1.346535227857243e-17,4.0110161320949905e-17,0.0
729,318.04459908254375,3.099040732079792,9.2300697959398,1.3777528513536727e-15,1.3424885118001848e-17,3.998418780332448e-17,0.0
730,317.87738734834244,3.098250749299163,9.226466931840529,1.3732609788857641e-15,1.3384742124338797e-17,3.9859227220185354e-17,0.0
731,317.7140900402919,3.097496090920383,9.22297330475551,1.368805367071135e-15,1.3344920501309805e-17,3.9735270658918955e-17,0.0
732,317.5546887563534,3.0967766182420884,9.219588442601736,1.3643856902617956e-15,1.3305417471283634e-17,3.9612309270105746e-17,0.0
733,317.39916502359625,3.0960921914890953,9.216311870644478,1.3600016252465373e-15,1.3266230275133995e-17,3.949033426702185e-17,0.0
734,317.24750029836395,3.0954426698153084,9.213143111504376,1.3556528512305634e-15,1.3227356172103182e-17,3.9369336925144376e-17,0.0
735,317.0996759664352,3.0948279113065738,9.210081685164365,1.3513390498152921e-15,1.318879243966667e-17,3.924930858166072e-17,0.0
736,316.9556733431804,3.094247772983482,9.207127108976456,1.3470599049783368e-15,1.3150536373398665e-17,3.913024063498167e-17,0.0
737,316.81547367371314,3.093702110804111,9.204278897668367,1.3428151030536576e-15,1.3112585286838625e-17,3.901212454425852e-17,0.0
738,316.67905813303713,3.093190779666726,9.201536563349991,1.338604332711887e-15,1.3074936511358725e-17,3.889495182890392e-17,0.0
739,316.5464078261882,3.092713633412421,9.198899615519734,1.3344272849408226e-15,1.3037587396032274e-17,3.877871406811659e-17,0.0
740,316.4175037883728,3.0922705248277147,9.196367561070716,1.330283653026094e-15,1.3000535307503077e-17,3.8663402900409864e-17,0.0
741,316.29232698510197,3.091861305647107,9.193939904296828,1.3261731325319974e-15,1.296377762985578e-17,3.854901002314407e-17,0.0
742,316.1708583123215,3.091485826555579,9.191616146898692,1.3220954212824977e-15,1.2927311764487134e-17,3.843552719206269e-17,0.0
743,316.0530785965393,3.091143937191071,9.189395787989488,1.3180502193424018e-15,1.2891135129978256e-17,3.832294622083239e-17,0.0
744,315.93896859494777,3.0908354861468985,9.187278324100664,1.3140372289986936e-15,1.2855245161967804e-17,3.8211258980586696e-17,0.0
745,315.82850899554353,3.0905603209741326,9.185263249187507,1.3100561547420361e-15,1.2819639313026093e-17,3.8100457399473455e-17,0.0
746,315.7216804172451,3.0903182881839655,9.1833500546347,1.306106703248442e-15,1.2784315052530238e-17,3.799053346220621e-17,0.0
747,315.6184634100062,3.0901092332500153,9.181538229261687,1.3021885833611024e-15,1.2749269866540159e-17,3.788147920961911e-17,0.0
748,315.5188384549276,3.089933000610617,9.179827259328023,1.2983015060723855e-15,1.2714501257675628e-17,3.7773286738225763e-17,0.0
749,315.4227859643655,3.0897894336710703,9.17821662853858,1.2944451845059907e-15,1.2680006744994178e-17,3.766594819978155e-17,0.0
750,315.3302862820382,3.089678374805861,9.176705818048706,1.2906193338992663e-15,1.2645783863870006e-17,3.755945580084984e-17,0.0
751,315.2413196831306,3.089599665360865,9.175294306469308,1.2868236715856907e-15,1.2611830165873854e-17,3.7453801802371854e-17,0.0
752,315.155866374397,3.0895531456555165,9.173981569871874,1.2830579169775102e-15,1.2578143218653786e-17,3.7348978519240157e-17,0.0
753,315.0739064942619,3.0895386549849606,9.172767081793417,1.2793217915485357e-15,1.254472060581696e-17,3.7244978319875883e-17,0.0
754,314.995420112919,3.089556031622178,9.171650313241358,1.2756150188170965e-15,1.2511559926812285e-17,3.71417936258095e-17,0.0
755,314.92038723243036,3.089605112820099,9.170630732698406,1.2719373243291553e-15,1.2478658796814115e-17,3.70394169112654e-17,0.0
756,314.84878778682224,3.0896857348136924,9.16970780612733,1.2682884356415731e-15,1.2446014846606797e-17,3.693784070274991e-17,0.0
757,314.7806016421827,3.0897977328220536,9.168880996975757,1.264668082305537e-15,1.2413625722470259e-17,3.683705757864313e-17,0.0
758,314.71580859675555,3.0899409410504544,9.168149766180859,1.2610759958501326e-15,1.238148908606642e-17,3.673706016879407e-17,0.0
759,314.65438838103677,3.0901151926924078,9.167513572174117,1.2575119097660805e-15,1.2349602614326666e-17,3.663784115411978e-17,0.0
760,314.5963206578684,3.0903203199317137,9.166971870885968,1.2539755594896186e-15,1.23179639993402e-17,3.6539393266207676e-17,0.0
761,314.5415850225335,3.090556153944494,9.166524115750494,1.250466682386539e-15,1.228657094824334e-17,3.644170928692167e-17,0.0
762,314.4901610028508,3.0908225249012244,9.166169757710085,1.2469850177363742e-15,1.2255421183109766e-17,3.634478204801172e-17,0.0
763,314.4420280592699,3.0911192619687706,9.165908245220109,1.2435303067167375e-15,1.2224512440841704e-17,3.6248604430727e-17,0.0
764,314.39716558496684,3.0914461933124175,9.165739024253567,1.2401022923878086e-15,1.2193842473062057e-17,3.6153169365432537e-17,0.0
765,314.35555290594,3.0918031460978885,9.165661538305772,1.2367007196769682e-15,1.2163409046007415e-17,3.6058469831229334e-17,0.0
766,314.31716928110757,3.0921899464933955,9.165675228399033,1.2333253353635837e-15,1.2133209940422094e-17,3.5964498855578056e-17,0.0
767,314.2819939024063,3.0926064196716694,9.16577953308739,1.2299758880639402e-15,1.2103242951453031e-17,3.5871249513926196e-17,0.0
768,314.25000589488957,3.093052389812,9.165973888461313,1.2266521282163125e-15,1.2073505888545607e-17,3.5778714929338563e-17,0.0
769,314.2211843168302,3.0935276801023024,9.166257728152504,1.2233538080661934e-15,1.204399657534047e-17,3.568688827213145e-17,0.0
770,314.1955081598215,3.094032112741174,9.166630483338693,1.2200806816516552e-15,1.2014712849571206e-17,3.5595762759510056e-17,0.0
771,314.17295634888364,3.0945655089399784,9.167091582748494,1.2168325047888628e-15,1.1985652562962987e-17,3.550533165520944e-17,0.0
772,314.1535077425684,3.0951276889249306,9.167640452666292,1.2136090350577239e-15,1.1956813581132093e-17,3.541558826913875e-17,0.0
773,314.1371411330693,3.0957184719392163,9.168276516937226,1.210410031787685e-15,1.1928193783486411e-17,3.5326525957029055e-17,0.0
774,314.1238352463326,3.0963376762451165,9.168999196972177,1.2072352560436678e-15,1.1899791063126816e-17,3.523813812008436e-17,0.0
775,314.113568742171,3.096985119126156,9.169807911752887,1.2040844706121442e-15,1.187160332674947e-17,3.515041820463611e-17,0.0
776,314.1063202143812,3.097660616889278,9.17070207783709,1.200957439987353e-15,1.1843628494549046e-17,3.506335970180099e-17,0.0
777,314.1020681908622,3.098363984867041,9.17168110936375,1.1978539303576524e-15,1.1815864500122871e-17,3.4976956147142026e-17,0.0
778,314.1007911337402,3.099095037419839,9.172744418058407,1.1947737095920148e-15,1.1788309290375947e-17,3.489120112033316e-17,0.0
779,314.10246743949386,3.0998535879381626,9.173891413238554,1.1917165472266554e-15,1.1760960825426932e-17,3.480608824482696e-17,0.0
780,314.1070754390841,3.100639448844869,9.175121501819158,1.1886822144517947e-15,1.1733817078514957e-17,3.472161118752567e-17,0.0
781,314.1145933980884,3.1014524315975085,9.176434088318263,1.1856704840985628e-15,1.1706876035907417e-17,3.4637763658455616e-17,0.0
782,314.1249995168386,3.1022923466906707,9.177828574862705,1.1826811306260346e-15,1.1680135696808618e-17,3.4554539410444794e-17,0.0
783,314.1382719305617,3.1031590036583614,9.179304361193923,1.1797139301083949e-15,1.1653594073269309e-17,3.447193223880369e-17,0.0
784,314.1543887095268,3.1040522110764357,9.180860844673894,1.176768660222244e-15,1.1627249190097153e-17,3.4389935981009366e-17,0.0
785,314.17332785919564,3.104971776565063,9.182497420291229,1.173845100234032e-15,1.160109908476808e-17,3.4308544516392847e-17,0.0
786,314.19506732037746,3.105917506791224,9.18421348066733,1.170943030987622e-15,1.1575141807338492e-17,3.422775176582954e-17,0.0
787,314.2195849693887,3.106889207471259,9.186008416062698,1.1680622348919841e-15,1.1549375420358364e-17,3.4147551691432826e-17,0.0
788,314.2468586182192,3.107886683373476,9.18788161438345,1.1652024959090267e-15,1.15237979987853e-17,3.406793829625116e-17,0.0
789,314.27686601470134,3.1089097383207753,9.189832461187867,1.1623635995415442e-15,1.1498407629899347e-17,3.3988905623967805e-17,0.0
790,314.3095848426862,3.109958175193349,9.19186033969318,1.1595453328213028e-15,1.1473202413218789e-17,3.391044775860413e-17,0.0
791,314.34499272222433,3.1110317959314204,9.19396463078247,1.1567474842972474e-15,1.1448180460416762e-17,3.3832558824225816e-17,0.0
792,314.3830672097529,3.1121304015380398,9.196144713011709,1.1539698440238382e-15,1.1423339895238756e-17,3.375523298465216e-17,0.0
793,314.4237857982878,3.1132537920819305,9.198399962617035,1.1512122035495106e-15,1.1398678853420974e-17,3.3678464443168594e-17,0.0
794,314.46712591762304,3.1144017667003947,9.200729753522122,1.1484743559052612e-15,1.1374195482609573e-17,3.3602247442242164e-17,0.0
795,314.51306493453524,3.1155741236022805,9.203133457345764,1.145756095593358e-15,1.1349887942280757e-17,3.3526576263240106e-17,0.0
796,314.56158015299457,3.1167706600709923,9.205610443409604,1.1430572185761688e-15,1.132575440366169e-17,3.3451445226151346e-17,0.0
797,314.6126488143828,3.1179911724675886,9.208160078746108,1.1403775222651199e-15,1.1301793049652341e-17,3.3376848689311266e-17,0.0
798,314.666248097718,3.1192354562339224,9.21078172810668,1.13771680550977e-15,1.1278002074748112e-17,3.330278104912926e-17,0.0
799,314.722355119885,3.1205033058958516,9.213474753969946,1.135074868587005e-15,1.125437968496333e-17,3.3229236739819256e-17,0.0
800,314.7809469358741,3.1217945150665196,9.216238516550325,1.1324515131903555e-15,1.1230924097755591e-17,3.3156210233133404e-17,0.0
801,314.84200053902595,3.1231088764496997,9.219072373806705,1.1298465424194291e-15,1.1207633541950933e-17,3.308369603809852e-17,0.0
802,314.90549286128504,3.1244461818432137,9.221975681451408,1.1272597607694665e-15,1.1184506257669859e-17,3.3011688700755583e-17,0.0
803,314.9714007734585,3.1258062221424137,9.22494779295929,1.1246909741210064e-15,1.1161540496254154e-17,3.294018280390202e-17,0.0
804,315.039701085485,3.127188787343751,9.227988059577141,1.122139989729676e-15,1.1138734520194583e-17,3.286917296683711e-17,0.0
805,315.1103705467084,3.1285936665483973,9.23109583033322,1.1196066162160871e-15,1.1116086603059348e-17,3.279865384510992e-17,0.0
806,315.18338584616276,3.130020647965969,9.2342704520471,1.1170906635558572e-15,1.109359502942343e-17,3.272862013027051e-17,0.0
807,315.2587236128626,3.1314695189183066,9.237511269339667,1.1145919430697363e-15,1.1071258094798692e-17,3.2659066549623644e-17,0.0
808,315.33636041610174,3.1329400658433446,9.240817624643404,1.1121102674138489e-15,1.1049074105564814e-17,3.2589987865985496e-17,0.0
809,315.4162727657625,3.1344320742990615,9.244188858212915,1.1096454505700526e-15,1.1027041378901059e-17,3.252137887744319e-17,0.0
810,315.4984371126292,3.135945328967494,9.24762430813561,1.1071973078363961e-15,1.100515824271874e-17,3.2453234417116876e-17,0.0
