k_Mpc_inv,Pk_z0,Pk_z05,Pk_z1
3.818913304781854,1.3818261188215266e-07,8.429139324811312e-08,5.1127566396396484e-08
3.968827354637166,1.252354557205808e-07,7.639362798955429e-08,4.63371186166149e-08
4.124626382901348,1.1348264430924812e-07,6.922441302864135e-08,4.19885783944218e-08
4.286541408420925,1.0281613631487498e-07,6.271784315207373e-08,3.8041970436503746e-08
4.454812518844989,9.313741560235317e-08,5.681382351743543e-08,3.446084377287067e-08
4.629689226627268,8.43566812862869e-08,5.145757558463501e-08,3.1211972075926154e-08
4.811430839003265,7.639210291565131e-08,4.65991827785473e-08,2.8265078078790985e-08
5.0003068424910895,6.916913604997433e-08,4.219317299048434e-08,2.55925803384905e-08
5.196597302486198,6.261989375960787e-08,3.8198135193360796e-08,2.316936069105491e-08
5.400593278542374,5.668256985236005e-08,3.457636760993963e-08,2.0972550845373217e-08
5.612597255954977,5.130090989173023e-08,3.129355503395544e-08,1.8981336659940185e-08
5.8329235942862,4.642372632659997e-08,2.831847305922598e-08,1.717677874084199e-08
6.061898993497572,4.200445429716805e-08,2.5622717121272513e-08,1.554164808995218e-08
6.299862978380693,3.80007449163632e-08,2.318045439898155e-08,1.4060275619054383e-08
6.5471684020047425,3.437409304930703e-08,2.096819676007729e-08,1.2718414428243602e-08
6.804181968927094,3.108949682535758e-08,1.8964593063468123e-08,1.1503113825382304e-08
7.071284778942996,2.8115146317680108e-08,1.7150239253784867e-08,1.040260413754164e-08
7.348872892180388,2.5422139014239883e-08,1.5507504798686328e-08,9.406191435268756e-09
7.637357916378027,2.298421988173366e-08,1.4020374127857532e-08,8.504161356241454e-09
7.9371676172175425,2.0777543990562613e-08,1.2674301834243193e-08,7.687691276508167e-09
8.24874655261458,1.8780459824817163e-08,1.145608049313847e-08,6.94877013518235e-09
8.572556731909325,1.6973311546807293e-08,1.0353720043552449e-08,6.280125272318699e-09
8.909078300934143,1.5338258621349655e-08,9.356337759023289e-09,5.675155689899372e-09
9.258810253973945,1.3859111331290561e-08,8.454057912087242e-09,5.127871192577507e-09
9.622271173675134,1.252118083306123e-08,7.63792030816735e-09,4.632836908232655e-09
10.0,1.1311142509922899e-08,6.899796931052968e-09,4.185122728671472e-09
