ell,Cl_BB,Dl_BB,Cl_TT_tensor
1259,8.788616172983316e-29,2.2188957826724607e-23,3.467413149522863e-29
1260,8.763712774187374e-29,2.216123191923769e-23,3.456147535560349e-29
1261,8.738890943998652e-29,2.213354066185426e-23,3.444922860754027e-29
1262,8.714150371586122e-29,2.210588401125499e-23,3.4337389570746074e-29
1263,8.689490747494247e-29,2.207826192417476e-23,3.422595657275093e-29
1264,8.664911763635971e-29,2.2050674357402607e-23,3.4114927948866505e-29
1265,8.640413113285734e-29,2.2023121267781618e-23,3.4004302042145037e-29
1266,8.615994491072556e-29,2.1995602612208893e-23,3.3894077203338694e-29
1267,8.591655592973137e-29,2.1968118347635475e-23,3.3784251790858873e-29
1268,8.567396116305006e-29,2.1940668431066265e-23,3.367482417073605e-29
1269,8.543215759719721e-29,2.1913252819559987e-23,3.356579271657959e-29
1270,8.519114223196086e-29,2.1885871470229084e-23,3.3457155809538084e-29
1271,8.495091208033417e-29,2.1858524340239662e-23,3.334891183825962e-29
1272,8.471146416844855e-29,2.183121138681144e-23,3.324105919885249e-29
1273,8.447279553550713e-29,2.180393256721767e-23,3.3133596294846124e-29
1274,8.423490323371848e-29,2.177668783878505e-23,3.3026521537152115e-29
1275,8.399778432823098e-29,2.174947715889371e-23,3.291983334402567e-29
1276,8.376143589706725e-29,2.1722300484977085e-23,3.281353014102708e-29
1277,8.352585503105921e-29,2.1695157774521874e-23,3.270761036098355e-29
1278,8.329103883378346e-29,2.1668048985067993e-23,3.2602072443951295e-29
1279,8.305698442149691e-29,2.1640974074208472e-23,3.2496914837177665e-29
1280,8.282368892307286e-29,2.1613932999589396e-23,3.239213599506373e-29
1281,8.259114947993765e-29,2.158692571890989e-23,3.22877343791269e-29
1282,8.235936324600716e-29,2.1559952189921968e-23,3.2183708457963856e-29
1283,8.212832738762429e-29,2.1533012370430534e-23,3.208005670721369e-29
1284,8.189803908349624e-29,2.1506106218293265e-23,3.197677760952121e-29
1285,8.16684955246326e-29,2.1479233691420597e-23,3.1873869654500575e-29
1286,8.143969391428357e-29,2.1452394747775618e-23,3.177133133869896e-29
1287,8.121163146787844e-29,2.1425589345374014e-23,3.166916116556067e-29
1288,8.098430541296467e-29,2.1398817442284015e-23,3.1567357645391194e-29
1289,8.075771298914721e-29,2.1372078996626312e-23,3.1465919295321706e-29
1290,8.053185144802806e-29,2.134537396657401e-23,3.136484463927368e-29
1291,8.030671805314623e-29,2.1318702310352515e-23,3.1264132207923636e-29
1292,8.008231007991831e-29,2.129206398623956e-23,3.1163780538668253e-29
1293,7.985862481557885e-29,2.1265458952565038e-23,3.106378817558953e-29
1294,7.963565955912157e-29,2.1238887167711e-23,3.096415366942022e-29
1295,7.941341162124061e-29,2.1212348590111555e-23,3.0864875577509536e-29
1296,7.919187832427227e-29,2.118584317825285e-23,3.076595246378887e-29
1297,7.897105700213705e-29,2.1159370890672952e-23,3.0667382898737934e-29
1298,7.875094500028189e-29,2.113293168596183e-23,3.0569165459350905e-29
1299,7.853153967562283e-29,2.1106525522761226e-23,3.04712987291029e-29
1300,7.831283839648821e-29,2.1080152359764678e-23,3.037378129791657e-29
1301,7.809483854256172e-29,2.1053812155717374e-23,3.02766117621289e-29
1302,7.787753750482619e-29,2.1027504869416137e-23,3.017978872445828e-29
1303,7.766093268550753e-29,2.1001230459709335e-23,3.0083310793971583e-29
1304,7.744502149801895e-29,2.0974988885496832e-23,2.998717658605169e-29
1305,7.722980136690557e-29,2.094878010572991e-23,2.9891384722364965e-29
1306,7.701526972778936e-29,2.0922604079411215e-23,2.979593383082901e-29
1307,7.680142402731433e-29,2.089646076559471e-23,2.970082254558075e-29
1308,7.658826172309192e-29,2.087035012338555e-23,2.960604950694434e-29
1309,7.637578028364704e-29,2.084427211194008e-23,2.95116133613997e-29
1310,7.616397718836403e-29,2.0818226690465745e-23,2.941751276155088e-29
1311,7.595284992743318e-29,2.0792213818221032e-23,2.932374636609477e-29
1312,7.57423960017974e-29,2.0766233454515392e-23,2.923031283979002e-29
1313,7.55326129230993e-29,2.07402855587092e-23,2.9137210853425945e-29
1314,7.532349821362852e-29,2.0714370090213678e-23,2.904443908379193e-29
1315,7.511504940626929e-29,2.068848700849082e-23,2.895199621364663e-29
1316,7.490726404444842e-29,2.0662636273053346e-23,2.8859880931687713e-29
1317,7.470013968208341e-29,2.063681784346463e-23,2.8768091932521454e-29
1318,7.449367388353112e-29,2.0611031679338653e-23,2.8676627916632754e-29
1319,7.428786422353633e-29,2.05852777403399e-23,2.85854875903552e-29
1320,7.408270828718098e-29,2.055955598618333e-23,2.8494669665841314e-29
1321,7.387820366983346e-29,2.053386637663432e-23,2.840417286103301e-29
1322,7.367434797709828e-29,2.0508208871508577e-23,2.831399589963216e-29
1323,7.34711388247659e-29,2.048258343067208e-23,2.822413751107138e-29
1324,7.326857383876305e-29,2.0456990014041013e-23,2.8134596430485e-29
1325,7.306665065510312e-29,2.0431428581581737e-23,2.804537139868008e-29
1326,7.28653669198369e-29,2.0405899093310667e-23,2.795646116210778e-29
1327,7.266472028900367e-29,2.0380401509294273e-23,2.786786447283469e-29
1328,7.246470842858242e-29,2.035493578964896e-23,2.7779580088514494e-29
1329,7.22653290144435e-29,2.032950189454105e-23,2.76916067723597e-29
1330,7.206657973230037e-29,2.03040997841867e-23,2.760394329311354e-29
1331,7.186845827766174e-29,2.0278729418851837e-23,2.7516588425022064e-29
1332,7.167096235578391e-29,2.0253390758852086e-23,2.742954094780633e-29
1333,7.147408968162341e-29,2.0228083764552747e-23,2.73427996466349e-29
1334,7.127783797978995e-29,2.020280839636869e-23,2.7256363312096264e-29
1335,7.108220498449947e-29,2.0177564614764315e-23,2.717023074017157e-29
1336,7.088718843952761e-29,2.0152352380253488e-23,2.708440073220756e-29
1337,7.069278609816331e-29,2.0127171653399458e-23,2.699887209488947e-29
1338,7.049899572316284e-29,2.010202239481483e-23,2.69136436402143e-29
1339,7.030581508670395e-29,2.0076904565161488e-23,2.682871418546402e-29
1340,7.011324197034018e-29,2.0051818125150524e-23,2.67440825531791e-29
1341,6.992127416495569e-29,2.0026763035542184e-23,2.665974757113217e-29
1342,6.972990947072005e-29,2.000173925714579e-23,2.6575708072301626e-29
1343,6.953914569704357e-29,1.997674675081973e-23,2.649196289484573e-29
1344,6.934898066253258e-29,1.9951785477471328e-23,2.640851088207653e-29
1345,6.915941219494517e-29,1.9926855398056826e-23,2.6325350882434155e-29
1346,6.897043813114708e-29,1.990195647358132e-23,2.624248174946108e-29
1347,6.878205631706786e-29,1.987708866509867e-23,2.6159902341776683e-29
1348,6.859426460765727e-29,1.9852251933711495e-23,2.6077611523051894e-29
1349,6.840706086684185e-29,1.9827446240571035e-23,2.599560816198388e-29
1350,6.822044296748184e-29,1.9802671546877146e-23,2.591389113227109e-29
1351,6.803440879132831e-29,1.9777927813878253e-23,2.5832459312588223e-29
1352,6.78489562289804e-29,1.975321500287121e-23,2.575131158656145e-29
1353,6.7664083179843e-29,1.9728533075201338e-23,2.5670446842743816e-29
1354,6.747978755208445e-29,1.9703881992262277e-23,2.5589863974590607e-29
1355,6.729606726259462e-29,1.967926171549598e-23,2.550956188043507e-29
1356,6.711292023694322e-29,1.965467220639266e-23,2.5429539463464116e-29
1357,6.693034440933819e-29,1.9630113426490665e-23,2.5349795631694167e-29
1358,6.674833772258442e-29,1.9605585337376482e-23,2.527032929794728e-29
1359,6.65668981280428e-29,1.958108790068466e-23,2.51911393798272e-29
1360,6.63860235855892e-29,1.9556621078097719e-23,2.511222479969573e-29
1361,6.620571206357403e-29,1.9532184831346135e-23,2.5033584484649064e-29
1362,6.602596153878171e-29,1.9507779122208254e-23,2.495521736649444e-29
1363,6.584676999639057e-29,1.9483403912510238e-23,2.4877122381726727e-29
1364,6.566813542993283e-29,1.9459059164125995e-23,2.4799298471505288e-29
1365,6.549005584125488e-29,1.9434744838977136e-23,2.4721744581630923e-29
1366,6.531252924047782e-29,1.9410460899032925e-23,2.4644459662522903e-29
1367,6.513555364595795e-29,1.9386207306310157e-23,2.456744266919622e-29
1368,6.495912708424785e-29,1.9361984022873184e-23,2.449069256123883e-29
1369,6.478324759005744e-29,1.93377910108338e-23,2.4414208302789181e-29
1370,6.460791320621523e-29,1.9313628232351197e-23,2.4337988862513748e-29
1371,6.443312198362993e-29,1.92894956496319e-23,2.4262033213584703e-29
1372,6.42588719812521e-29,1.9265393224929714e-23,2.4186340333657792e-29
1373,6.408516126603617e-29,1.9241320920545676e-23,2.4110909204850244e-29
1374,6.39119879129025e-29,1.9217278698827958e-23,2.4035738813718835e-29
1375,6.373935000469984e-29,1.9193266522171865e-23,2.3960828151238086e-29
1376,6.35672456321677e-29,1.9169284353019715e-23,2.3886176212778538e-29
1377,6.339567289389925e-29,1.914533215386082e-23,2.3811781998085236e-29
1378,6.322462989630422e-29,1.912140988723141e-23,2.3737644511256194e-29
1379,6.305411475357207e-29,1.9097517515714592e-23,2.366376276072116e-29
1380,6.288412558763526e-29,1.907365500194027e-23,2.3590135759220287e-29
1381,6.27146605281329e-29,1.9049822308585103e-23,2.351676252378309e-29
1382,6.25457177123744e-29,1.9026019398372433e-23,2.344364207570747e-29
1383,6.237729528530339e-29,1.9002246234072225e-23,2.3370773440538776e-29
1384,6.220939139946197e-29,1.897850277850104e-23,2.3298155648049147e-29
1385,6.204200421495485e-29,1.8954788994521925e-23,2.322578773221676e-29
1386,6.187513189941397e-29,1.8931104845044396e-23,2.315366873120536e-29
1387,6.170877262796318e-29,1.8907450293024367e-23,2.3081797687343865e-29
1388,6.154292458318305e-29,1.8883825301464087e-23,2.301017364710598e-29
1389,6.137758595507608e-29,1.8860229833412087e-23,2.2938795661090088e-29
1390,6.12127549410318e-29,1.883666385196313e-23,2.286766278399908e-29
1391,6.10484297457923e-29,1.881312732025813e-23,2.2796774074620483e-29
1392,6.08846085814178e-29,1.8789620201484108e-23,2.2726128595806461e-29
1393,6.072128966725256e-29,1.8766142458874147e-23,2.265572541445419e-29
1394,6.055847122989069e-29,1.874269405570731e-23,2.2585563601486135e-29
1395,6.039615150314253e-29,1.8719274955308603e-23,2.2515642231830482e-29
1396,6.023432872800079e-29,1.8695885121048895e-23,2.24459603844018e-29
1397,6.007300115260724e-29,1.8672524516344893e-23,2.2376517142081595e-29
1398,5.99121670322193e-29,1.8649193104659046e-23,2.2307311591699158e-29
1399,5.975182462917704e-29,1.8625890849499532e-23,2.2238342824012452e-29
1400,5.959197221287004e-29,1.8602617714420135e-23,2.2169609933689016e-29
1401,5.943260805970482e-29,1.857937366302027e-23,2.2101112019287142e-29
1402,5.927373045307216e-29,1.8556158658944868e-23,2.2032848183237008e-29
1403,5.911533768331461e-29,1.8532972665884334e-23,2.1964817531821968e-29
1404,5.895742804769432e-29,1.8509815647574482e-23,2.1897019175159987e-29
1405,5.879999985036094e-29,1.84866875677965e-23,2.1829452227185084e-29
1406,5.864305140231969e-29,1.8463588390376897e-23,2.176211580562898e-29
1407,5.848658102139959e-29,1.84405180791874e-23,2.1695009032002704e-29
1408,5.833058703222189e-29,1.841747659814493e-23,2.1628131031578487e-29
1409,5.81750677661687e-29,1.8394463911211572e-23,2.156148093337159e-29
1410,5.802002156135161e-29,1.8371479982394443e-23,2.1495057870122269e-29
1411,5.786544676258081e-29,1.8348524775745728e-23,2.1428860978277946e-29
1412,5.771134172133396e-29,1.832559825536254e-23,2.1362889397975298e-29
1413,5.755770479572554e-29,1.8302700385386927e-23,2.1297142273022609e-29
1414,5.740453435047621e-29,1.8279831130005777e-23,2.1231618750882084e-29
1415,5.725182875688242e-29,1.8256990453450774e-23,2.1166317982652335e-29
1416,5.709958639278602e-29,1.8234178319998345e-23,2.1101239123050986e-29
1417,5.694780564254425e-29,1.821139469396959e-23,2.103638133039724e-29
1418,5.679648489699975e-29,1.8188639539730264e-23,2.0971743766594752e-29
1419,5.664562255345071e-29,1.8165912821690675e-23,2.0907325597114303e-29
1420,5.649521701562119e-29,1.814321450430564e-23,2.0843125990976917e-29
1421,5.634526669363171e-29,1.8120544552074443e-23,2.0779144120736743e-29
1422,5.619577000396988e-29,1.809790292954079e-23,2.0715379162464244e-29
1423,5.604672536946113e-29,1.807528960129271e-23,2.0651830295729384e-29
1424,5.589813121923978e-29,1.8052704531962538e-23,2.058849670358492e-29
1425,5.574998598872006e-29,1.8030147686226857e-23,2.052537757254981e-29
1426,5.560228811956741e-29,1.8007619028806412e-23,2.0462472092592637e-29
1427,5.54550360596699e-29,1.7985118524466083e-23,2.039977945711523e-29
1428,5.530822826310976e-29,1.7962646138014834e-23,2.0337298862936297e-29
1429,5.516186319013509e-29,1.7940201834305625e-23,2.0275029510275108e-29
1430,5.501593930713171e-29,1.7917785578235383e-23,2.0212970602735434e-29
1431,5.487045508659526e-29,1.7895397334744967e-23,2.0151121347289343e-29
1432,5.472540900710312e-29,1.7873037068819057e-23,2.0089480954261237e-29
1433,5.458079955328688e-29,1.785070474548613e-23,2.0028048637311975e-29
1434,5.443662521580475e-29,1.782840032981843e-23,1.9966823613422977e-29
1435,5.429288449131406e-29,1.7806123786931867e-23,1.990580510288052e-29
1436,5.414957588244403e-29,1.7783875081985983e-23,1.9844992329260026e-29
1437,5.400669789776857e-29,1.77616541801839e-23,1.9784384519410531e-29
1438,5.386424905177938e-29,1.7739461046772274e-23,1.9723980903439152e-29
1439,5.372222786485898e-29,1.771729564704121e-23,1.9663780714695663e-29
1440,5.358063286325404e-29,1.7695157946324258e-23,1.9603783189757212e-29
1441,5.343946257904874e-29,1.7673047909998285e-23,1.9543987568412965e-29
1442,5.329871555013838e-29,1.7650965503483498e-23,1.9484393093649062e-29
1443,5.3158390320203e-29,1.7628910692243336e-23,1.9424999011633408e-29
1444,5.301848543868124e-29,1.7606883441784438e-23,1.9365804571700707e-29
1445,5.287899946074432e-29,1.758488371765659e-23,1.930680902633755e-29
1446,5.273993094727001e-29,1.7562911485452662e-23,1.924801163116751e-29
1447,5.260127846481701e-29,1.7540966710808567e-23,1.9189411644936426e-29
1448,5.246304058559919e-29,1.7519049359403195e-23,1.9131008329497613e-29
1449,5.232521588746007e-29,1.7497159396958357e-23,1.9072800949797342e-29
1450,5.218780295384749e-29,1.7475296789238738e-23,1.901478877386021e-29
1451,5.205080037378832e-29,1.745346150205184e-23,1.8956971072774725e-29
1452,5.191420674186334e-29,1.743165350124794e-23,1.889934712067891e-29
1453,5.177802065818226e-29,1.740987275272002e-23,1.8841916194745936e-29
1454,5.16422407283588e-29,1.7388119222403726e-23,1.878467757516995e-29
1455,5.150686556348599e-29,1.7366392876277306e-23,1.8727630545151864e-29
1456,5.137189378011151e-29,1.734469368036155e-23,1.8670774390885258e-29
1457,5.123732400021328e-29,1.7323021600719774e-23,1.8614108401542416e-29
1458,5.110315485117495e-29,1.73013766034577e-23,1.85576318692603e-29
1459,5.096938496576179e-29,1.7279758654723473e-23,1.8501344089126754e-29
1460,5.083601298209652e-29,1.725816772070757e-23,1.844524435916665e-29
1461,5.07030375436353e-29,1.7236603767642748e-23,1.838933198032819e-29
1462,5.057045729914381e-29,1.7215066761803992e-23,1.833360625646925e-29
1463,5.043827090267362e-29,1.7193556669508476e-23,1.8278066494343782e-29
1464,5.030647701353845e-29,1.7172073457115506e-23,1.822271200358831e-29
1465,5.0175074296290667e-29,1.7150617091026454e-23,1.816754209670848e-29
1466,5.0044061420697954e-29,1.7129187537684716e-23,1.8112556089065725e-29
1467,4.9913437061719916e-29,1.7107784763575645e-23,1.8057753298863888e-29
1468,4.978319989948506e-29,1.708640873522654e-23,1.8003133047136058e-29
1469,4.9653348619267625e-29,1.7065059419206534e-23,1.7948694657731385e-29
1470,4.952388191146475e-29,1.7043736782126586e-23,1.789443745730196e-29
1471,4.939479847157356e-29,1.7022440790639394e-23,1.784036077528983e-29
1472,4.926609700016867e-29,1.7001171411439405e-23,1.7786463943914006e-29
1473,4.913777620287933e-29,1.6979928611262688e-23,1.7732746298157565e-29
1474,4.900983479036717e-29,1.6958712356886917e-23,1.7679207175754873e-29
1475,4.888227147830375e-29,1.6937522615131326e-23,1.762584591717876e-29
1476,4.8755084987348364e-29,1.6916359352856633e-23,1.7572661865627894e-29
1477,4.862827404312587e-29,1.689522253696502e-23,1.7519654367014083e-29
1478,4.850183737620469e-29,1.687411213440005e-23,1.746682276994977e-29
1479,4.8375773722074935e-29,1.6853028112146635e-23,1.7414166425735533e-29
1480,4.825008182112653e-29,1.6831970437230976e-23,1.73616846883476e-29
1481,4.8124760418627593e-29,1.6810939076720504e-23,1.7309376914425552e-29
1482,4.799980826470288e-29,1.678993399772386e-23,1.7257242463259976e-29
1483,4.787522411431218e-29,1.6768955167390796e-23,1.7205280696780232e-29
1484,4.775100672722912e-29,1.674800255291216e-23,1.7153490979542275e-29
1485,4.7627154868019797e-29,1.6727076121519842e-23,1.7101872678716552e-29
1486,4.750366730602164e-29,1.6706175840486686e-23,1.7050425164075955e-29
1487,4.738054281532242e-29,1.6685301677126487e-23,1.699914780798379e-29
1488,4.7257780174739267e-29,1.6664453598793917e-23,1.6948039985381918e-29
1489,4.713537816779786e-29,1.6643631572884475e-23,1.6897101073778824e-29
1490,4.7013335582711646e-29,1.6622835566834434e-23,1.6846330453237835e-29
1491,4.689165121236128e-29,1.660206554812079e-23,1.679572750636541e-29
1492,4.677032385427404e-29,1.6581321484261213e-23,1.6745291618299383e-29
1493,4.6649352310603464e-29,1.6560603342814e-23,1.669502217669742e-29
1494,4.6528735388108987e-29,1.6539911091378022e-23,1.664491857172538e-29
1495,4.6408471898135736e-29,1.6519244697592667e-23,1.6594980196045872e-29
1496,4.6288560656594385e-29,1.649860412913779e-23,1.6545206444806765e-29
1497,4.616900048394125e-29,1.647798935373369e-23,1.6495596715629816e-29
1498,4.604979020515817e-29,1.6457400339141e-23,1.6446150408599363e-29
1499,4.5930928649732834e-29,1.6436837053160693e-23,1.6396866926251003e-29
1500,4.5812414651639083e-29,1.641629946363402e-23,1.6347745673560437e-29
1501,4.569424704931712e-29,1.6395787538442417e-23,1.629878605793225e-29
1502,4.557642468565418e-29,1.637530124550752e-23,1.6249987489188878e-29
1503,4.5458946407964943e-29,1.6354840552791058e-23,1.6201349379559515e-29
1504,4.534181106797236e-29,1.633440542829487e-23,1.615287114366916e-29
1505,4.522501752178816e-29,1.631399584006074e-23,1.6104552198527654e-29
1506,4.510856462989404e-29,1.6293611756170486e-23,1.605639196351884e-29
1507,4.4992451257122334e-29,1.6273253144745815e-23,1.6008389860389712e-29
1508,4.4876676272637186e-29,1.6252919973948294e-23,1.5960545313239684e-29
1509,4.476123854991571e-29,1.6232612211979327e-23,1.5912857748509842e-29
1510,4.4646136966729115e-29,1.6212329827080064e-23,1.5865326594972335e-29
1511,4.453137040512417e-29,1.6192072787531392e-23,1.5817951283719727e-29
1512,4.441693775140445e-29,1.6171841061653837e-23,1.577073124815449e-29
1513,4.430283789611203e-29,1.615163461780757e-23,1.572366592397848e-29
1514,4.418906973400897e-29,1.613145342439233e-23,1.5676754749182515e-29
1515,4.4075632164059e-29,1.6111297449847358e-23,1.5629997164036e-29
1516,4.3962524089409354e-29,1.609116666265138e-23,1.5583392611076535e-29
1517,4.384974441737257e-29,1.607106103132252e-23,1.5536940535099728e-29
1518,4.373729205940855e-29,1.6050980524418296e-23,1.5490640383148873e-29
1519,4.362516593110648e-29,1.603092511053553e-23,1.5444491604504806e-29
1520,4.351336495216708e-29,1.601089475831033e-23,1.5398493650675816e-29
1521,4.340188804638474e-29,1.5990889436418012e-23,1.5352645975387498e-29
1522,4.3290734141629874e-29,1.5970909113573077e-23,1.53069480345728e-29
1523,4.3179902169831327e-29,1.5950953758529148e-23,1.5261399286361984e-29
1524,4.306939106695879e-29,1.593102334007892e-23,1.5215999191072754e-29
1525,4.2959199773005433e-29,1.5911117827054114e-23,1.517074721120035e-29
1526,4.284932723197053e-29,1.5891237188325432e-23,1.512564281140773e-29
1527,4.273977239184221e-29,1.5871381392802507e-23,1.508068545851582e-29
1528,4.2630534204580244e-29,1.5851550409433842e-23,1.5035874621493744e-29
1529,4.252161162609899e-29,1.5831744207206784e-23,1.49912097714492e-29
1530,4.241300361625035e-29,1.581196275514745e-23,1.4946690381618786e-29
1531,4.23047091388069e-29,1.579220602232071e-23,1.4902315927358438e-29
1532,4.21967271614449e-29,1.577247397783009e-23,1.4858085886133914e-29
1533,4.208905665572774e-29,1.5752766590817787e-23,1.4813999737511276e-29
1534,4.1981696597089077e-29,1.5733083830464565e-23,1.4770056963147507e-29
1535,4.1874645964816296e-29,1.571342566598973e-23,1.472625704678106e-29
1536,4.176790374203403e-29,1.569379206665109e-23,1.468259947422256e-29
1537,4.1661468915687637e-29,1.5674183001744886e-23,1.46390837333455e-29
1538,4.1555340476526893e-29,1.5654598440605762e-23,1.4595709314076973e-29
1539,4.144951741908974e-29,1.5635038352606714e-23,1.4552475708388517e-29
1540,4.1343998741685963e-29,1.561550270715902e-23,1.450938241028689e-29
1541,4.123878344638122e-29,1.5595991473712245e-23,1.4466428915805037e-29
1542,4.113387053898084e-29,1.557650462175411e-23,1.4423614722992958e-29
1543,4.1029259029013975e-29,1.555704212081053e-23,1.438093933190872e-29
1544,4.092494792971765e-29,1.5537603940445506e-23,1.4338402244609496e-29
1545,4.082093625802096e-29,1.551819005026112e-23,1.429600296514261e-29
1546,4.0717223034529304e-29,1.5498800419897444e-23,1.4253740999536665e-29
1547,4.0613807283508815e-29,1.5479435019032543e-23,1.4211615855792693e-29
1548,4.051068803287063e-29,1.5460093817382373e-23,1.4169627043875355e-29
1549,4.040786431415546e-29,1.5440776784700773e-23,1.4127774075704224e-29
1550,4.030533516251818e-29,1.5421483890779404e-23,1.4086056465145012e-29
1551,4.0203099616712394e-29,1.54022151054477e-23,1.404447372800098e-29
1552,4.010115671907522e-29,1.538297039857284e-23,1.4003025382004246e-29
1553,3.999950551551194e-29,1.5363749740059642e-23,1.3961710946807226e-29
1554,3.9898145055481074e-29,1.5344553099850613e-23,1.3920529943974137e-29
1555,3.979707439197905e-29,1.5325380447925796e-23,1.3879481896972424e-29
1556,3.9696292581525457e-29,1.5306231754302815e-23,1.3838566331164396e-29
1557,3.959579868414792e-29,1.5287106989036758e-23,1.3797782773798727e-29
1558,3.949559176336734e-29,1.5268006122220168e-23,1.375713075400216e-29
1559,3.939567088618315e-29,1.5248929123983e-23,1.371660980277113e-29
1560,3.9296035123058446e-29,1.522987596449253e-23,1.3676219452963475e-29
1561,3.919668354790554e-29,1.5210846613953376e-23,1.3635959239290252e-29
1562,3.909761523807124e-29,1.519184104260739e-23,1.359582869830745e-29
1563,3.899882927432241e-29,1.517285922073364e-23,1.355582736840787e-29
1564,3.8900324740831513e-29,1.515390111864836e-23,1.3515954789813e-29
1565,3.88021007251623e-29,1.513496670670491e-23,1.3476210504564908e-29
1566,3.870415631825542e-29,1.5116055955293718e-23,1.3436594056518226e-29
1567,3.860649061441427e-29,1.5097168834842234e-23,1.339710499133212e-29
1568,3.8509102711290826e-29,1.5078305315814895e-23,1.335774285646234e-29
1569,3.841199170987147e-29,1.5059465368713056e-23,1.331850720115327e-29
1570,3.831515671446309e-29,1.504064896407498e-23,1.327939757643009e-29
1571,3.8218596832679005e-29,1.5021856072475748e-23,1.3240413535090857e-29
1572,3.812231117542519e-29,1.5003086664527266e-23,1.320155463169876e-29
1573,3.802629885688632e-29,1.4984340710878157e-23,1.3162820422574305e-29
1574,3.793055899451209e-29,1.4965618182213764e-23,1.31242104657876e-29
1575,3.783509070900351e-29,1.4946919049256086e-23,1.3085724321150655e-29
1576,3.773989312429925e-29,1.4928243282763726e-23,1.3047361550209735e-29
1577,3.7644965367562107e-29,1.490959085353186e-23,1.30091217162377e-29
1578,3.755030656916545e-29,1.4890961732392165e-23,1.297100438422648e-29
1579,3.745591586267987e-29,1.4872355890212825e-23,1.2933009120879474e-29
1580,3.7361792384859685e-29,1.4853773297898416e-23,1.2895135494604094e-29
1581,3.726793527562974e-29,1.483521392638992e-23,1.2857383075504234e-29
1582,3.7174343678072106e-29,1.4816677746664647e-23,1.2819751435372866e-29
1583,3.708101673841289e-29,1.4798164729736195e-23,1.2782240147684664e-29
1584,3.698795360600913e-29,1.477967484665442e-23,1.2744848787588584e-29
1585,3.6895153433335717e-29,1.4761208068505362e-23,1.2707576931900586e-29
1586,3.680261537597241e-29,1.4742764366411227e-23,1.26704241590963e-29
1587,3.671033859259088e-29,1.4724343711530322e-23,1.2633390049303827e-29
1588,3.661832224494185e-29,1.4705946075057027e-23,1.2596474184296439e-29
1589,3.6526565497842295e-29,1.468757142822174e-23,1.2559676147485461e-29
1590,3.643506751916263e-29,1.466921974229084e-23,1.2522995523913091e-29
1591,3.634382747981403e-29,1.465089098856661e-23,1.2486431900245286e-29
1592,3.6252844553735836e-29,1.4632585138387243e-23,1.2449984864764687e-29
1593,3.616211791788293e-29,1.4614302163126758e-23,1.241365400736356e-29
1594,3.6071646752213255e-29,1.4596042034194982e-23,1.2377438919536781e-29
1595,3.598143023967528e-29,1.4577804723037467e-23,1.2341339194374889e-29
1596,3.589146756619573e-29,1.4559590201135502e-23,1.2305354426557095e-29
1597,3.5801757920667087e-29,1.4541398440006012e-23,1.2269484212344403e-29
1598,3.571230049493542e-29,1.4523229411201544e-23,1.2233728149572708e-29
1599,3.5623094483788114e-29,1.4505083086310224e-23,1.2198085837645989e-29
1600,3.5534139084941685e-29,1.4486959436955686e-23,1.2162556877529457e-29
1601,3.5445433499029674e-29,1.4468858434797058e-23,1.212714087174278e-29
1602,3.5356976929590663e-29,1.4450780051528923e-23,1.2091837424353377e-29
1603,3.526876858305612e-29,1.4432724258881226e-23,1.2056646140969653e-29
1604,3.51808076687386e-29,1.4414691028619275e-23,1.2021566628734352e-29
1605,3.509309339881975e-29,1.4396680332543677e-23,1.19865984963179e-29
1606,3.5005624988338577e-29,1.4378692142490315e-23,1.1951741353911767e-29
1607,3.491840165517956e-29,1.4360726430330265e-23,1.191699481322194e-29
1608,3.4831422620061027e-29,1.43427831679698e-23,1.1882358487462287e-29
1609,3.4744687106523403e-29,1.4324862327350305e-23,1.1847831991348118e-29
1610,3.465819434091763e-29,1.4306963880448247e-23,1.1813414941089629e-29
1611,3.4571943552393625e-29,1.4289087799275145e-23,1.177910695438548e-29
1612,3.448593397288875e-29,1.427123405587751e-23,1.1744907650416374e-29
1613,3.4400164837116337e-29,1.4253402622336805e-23,1.1710816649838613e-29
1614,3.4314635382554313e-29,1.4235593470769392e-23,1.1676833574777794e-29
1615,3.422934484943389e-29,1.421780657332652e-23,1.1642958048822418e-29
1616,3.4144292480728176e-29,1.4200041902194242e-23,1.1609189697017637e-29
1617,3.4059477522140996e-29,1.4182299429593392e-23,1.157552814585892e-29
1618,3.397489922209573e-29,1.4164579127779546e-23,1.1541973023285856e-29
1619,3.389055683172405e-29,1.4146880969042957e-23,1.150852395867593e-29
1620,3.3806449604855006e-29,1.4129204925708541e-23,1.1475180582838311e-29
1621,3.372257679800382e-29,1.4111550970135805e-23,1.1441942528007731e-29
1622,3.3638937670361035e-29,1.409391907471883e-23,1.1408809427838338e-29
1623,3.355553148378148e-29,1.4076309211886194e-23,1.1375780917397601e-29
1624,3.3472357502773484e-29,1.4058721354100987e-23,1.1342856633160258e-29
1625,3.338941499448789e-29,1.404115547386068e-23,1.1310036213002246e-29
1626,3.3306703228707475e-29,1.4023611543697168e-23,1.127731929619473e-29
1627,3.3224221477836054e-29,1.400608953617669e-23,1.124470552339809e-29
1628,3.314196901688783e-29,1.3988589423899762e-23,1.1212194536655977e-29
1629,3.305994512347684e-29,1.3971111179501192e-23,1.1179785979389412e-29
1630,3.2978149077806224e-29,1.3953654775649975e-23,1.1147479496390833e-29
